clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
1,4712,0,1,0,0,0,0,1,0,0,0,0,0,0.4605678474941127,1.1139924455137908,-0.21306189825001146,0.6005418139629816,0.6040732828489619,0.758978733855536
0,9716,0,0,0,1,0,0,0,0,1,0,0,0,3.4088983009805003,-0.03907565172827333,1.089038914666779,2.492729141571039,2.401857967052456,2.4471181795541574
5,1875,0,0,0,0,1,0,0,0,1,0,0,0,-0.6058495505754316,0.7748547698543594,-0.21306189825001146,-0.5720813186391956,-0.5391781425425799,-0.47136018419600234
2,1679,0,0,0,0,1,0,0,1,0,0,0,0,-0.5012988252744958,-1.1921437489703424,-0.21306189825001146,-0.2878090440689707,-0.31227327948777023,-0.4284413847290879
2,2310,0,0,1,0,0,0,0,0,1,0,0,0,-0.20855679443187597,0.09657941853549638,0.22097170605558533,-0.039070803820023835,-0.015551535493018966,-0.013559656548918674
3,1666,0,0,1,0,0,0,0,1,0,0,0,0,-0.4594785351541217,0.23223448879927092,-0.6470955025556082,-0.35887711271152695,-0.3210003896052627,-0.31399125281731743
3,9301,0,0,0,1,0,0,0,0,0,0,1,0,1.4851649554432826,0.028751883403609117,0.6550053103611821,1.4444751290933364,1.4506029642457532,1.4599857918151322
2,756,0,1,0,0,0,0,1,0,0,0,0,0,-0.7522205659967416,0.9783373752500212,-1.9491963154723986,-0.7941690331471838,-0.7573558954798971,-0.6716479150416017
4,2572,0,0,0,1,0,0,0,0,0,1,0,0,-0.18764664937168882,-0.37821332738770486,-0.21306189825001146,0.0852983163044492,0.028084015094444317,0.015052876429024094
3,3864,0,0,1,0,0,0,1,0,0,0,0,0,-0.08309592407075302,-0.10690318686016059,-0.6470955025556082,0.10306533346508787,0.14153644662184994,0.1151967418518241
4,3030,0,0,1,0,0,0,0,0,0,1,0,0,-0.12491621419112733,-0.10690318686016059,-1.081129106861205,0.04976428198317107,0.08044667579940089,0.05797167589593857
4,1624,0,0,0,0,1,0,0,0,1,0,0,0,-0.6267596956356187,-1.5991089597616612,1.089038914666779,-0.5365472843179175,-0.4955425919551167,-0.6859541815305727
3,3299,0,0,0,0,1,0,0,0,0,0,0,1,0.2305562518320542,0.5713721644587024,-1.081129106861205,0.38733760803531286,0.39462264002913794,0.4728534040761084
4,518,0,0,0,0,1,0,1,0,0,0,0,0,-1.107693032019923,0.028751883403609117,-1.081129106861205,-1.3804805994482723,-1.3333451632344147,-1.3583487065122275
2,2393,0,0,0,0,1,0,0,0,0,1,0,0,-0.14582635925131449,-1.531281424629774,0.22097170605558533,0.10306533346508787,0.15026355673934244,-0.05647845601583251
2,1720,0,0,1,0,0,0,1,0,0,0,0,0,-0.5431191153948701,-0.17473072199204787,-0.6470955025556082,-0.42106167277376383,-0.45190704136765336,-0.4427476512180596
3,526,0,0,1,0,0,0,0,0,1,0,0,0,-1.0449625968393617,0.5035446293268152,-1.9491963154723986,-1.3005290222253967,-1.2548011721769807,-1.2295923081114848
7,1001,0,0,0,0,1,0,0,0,1,0,0,0,-0.940411871538426,-0.8530060733109109,-0.6470955025556082,-1.0429072733961307,-0.9929878686522001,-1.1008359097107425
4,7294,0,0,1,0,0,0,0,0,0,1,0,0,0.8369504585774812,0.16440695366738364,-0.21306189825001146,0.8492800542119284,0.8920679167262207,0.9020413987452492
2,698,0,0,0,0,1,0,1,0,0,0,0,0,-1.0240524517791745,0.910509840118134,-0.21306189825001146,-1.2649949879041187,-1.2722553924119657,-1.186673508644571
3,4662,0,0,1,0,0,0,0,0,0,0,1,0,0.4605678474941127,-0.17473072199204787,-0.21306189825001146,0.6716098826055378,0.6215275030839477,0.6302223354547933
2,8829,0,0,0,1,0,0,0,0,0,1,0,0,1.65244611592478,-0.5138683976514794,0.22097170605558533,1.6399123178603656,1.5466011755381723,1.517210857771018
2,3251,0,0,1,0,0,0,0,0,0,0,1,0,0.209646106771867,-0.649523467915254,-0.21306189825001146,0.4584056766778691,0.42080397038161543,0.3584032721643373
5,1618,0,0,1,0,0,0,0,0,1,0,0,0,-0.6894901308161803,0.3000620239311582,-1.9491963154723986,-0.6520328958620712,-0.6089950234825215,-0.6001165825967445
2,1409,0,0,1,0,0,0,1,0,0,0,0,0,-0.6267596956356187,0.09657941853549638,-1.081129106861205,-0.4921297414163201,-0.5391781425425799,-0.4999727171739451
3,4462,1,0,0,0,0,0,0,0,0,1,0,0,0.4605678474941127,1.9279228670964237,1.5230725189723757,0.520590236740106,0.4382581906166012,0.7446724673665638
1,12140,0,0,0,1,0,0,0,0,0,0,0,1,2.7606838041146986,0.36788955906304066,1.5230725189723757,2.1995733584204964,2.1138633331751975,2.2325241822195863
6,1636,0,0,0,0,1,0,0,0,0,0,1,0,-0.4594785351541217,0.8426823049862467,-0.21306189825001146,-0.39441114703280505,-0.347181719957741,-0.271072453350403
2,2338,0,0,1,0,0,0,0,0,0,1,0,0,-0.08309592407075302,-0.03907565172827333,-0.6470955025556082,0.12083235062572732,0.08917378591689339,0.1008904753628524
6,954,0,0,1,0,0,0,1,0,0,0,0,0,-1.0031423067189873,-0.5816959327833666,-0.21306189825001146,-1.1672763935206036,-1.12389452041459,-1.200979775133542
5,8401,0,0,0,0,1,0,1,0,0,0,0,0,0.43965770243392555,-0.10690318686016059,0.22097170605558533,0.5916583053826623,0.6302546132014402,0.6016098024768506
3,7900,0,0,1,0,0,0,0,0,0,1,0,0,0.8996808937580427,0.7070272347224722,-0.6470955025556082,0.9114646142741646,0.9618847976661622,1.0451040636349624
2,4560,0,0,0,0,1,0,0,1,0,0,0,0,0.33510697713298976,-0.7851785381790236,1.9571061232779725,0.547240762481064,0.5691648423789911,0.45854713758713667
5,1117,0,0,0,0,1,0,0,1,0,0,0,0,-0.8567712912976773,-2.413039381344294,1.9571061232779725,-0.8563535932094206,-0.8009914460673604,-1.0722233767327998
5,1844,0,0,1,0,0,0,0,0,1,0,0,0,-0.6058495505754316,0.23223448879927092,0.22097170605558533,-0.5720813186391956,-0.5391781425425799,-0.5285852501518878
3,15152,1,0,0,0,0,1,0,0,0,0,0,0,1.4851649554432826,2.8775083589428356,-0.21306189825001146,1.2756884660672652,1.1713354404859868,1.6602735226607324
2,2975,0,0,0,1,0,0,0,0,1,0,0,0,0.0632750913505569,-0.10690318686016059,0.6550053103611821,0.2540849793305197,0.220080437679284,0.2296468737635952
7,3583,0,1,0,0,0,0,0,0,1,0,0,0,-0.18764664937168882,-2.684349521871843,1.9571061232779725,0.07641480772412987,0.18517199720931324,-0.19954112090554635
3,827,0,0,0,0,1,0,0,0,1,0,0,0,-0.8149510011773031,-0.5816959327833666,1.5230725189723757,-0.8830041189503787,-0.8620812168898095,-0.929160711843086
6,553,0,0,0,0,1,1,0,0,0,0,0,0,-1.1704234672004845,-0.17473072199204787,1.089038914666779,-1.5670342796349819,-1.516614475701761,-1.5586364373578263
4,921,0,0,1,0,0,0,0,0,1,0,0,0,-0.794040856117116,0.16440695366738364,-1.081129106861205,-0.8474700846291006,-0.7922643359498679,-0.8004043134423439
3,1607,0,0,0,1,0,0,0,0,1,0,0,0,-0.5640292604550573,0.5035446293268152,-0.6470955025556082,-0.483246232836,-0.48681548183762413,-0.4284413847290879
1,2956,0,1,0,0,0,0,0,0,0,0,1,0,0.3141968320728026,1.3853025860413353,-0.21306189825001146,0.3518035737140347,0.4295310804991087,0.5729972694989077
2,719,0,0,0,1,0,0,0,0,1,0,0,0,-0.8149510011773031,-0.24255825712393514,1.089038914666779,-0.8741206103700593,-0.8009914460673604,-0.8576293793982294
3,734,0,0,1,0,0,1,0,0,0,0,0,0,-1.0240524517791745,0.23223448879927092,-1.081129106861205,-1.2561114793237986,-1.2111656215895172,-1.2152860416225137
3,5272,0,1,0,0,0,0,1,0,0,0,0,0,0.3141968320728026,-2.7521770570037254,0.22097170605558533,0.6538428654448983,0.6826172739063959,0.30117820620845176
2,2789,0,0,1,0,0,0,1,0,0,0,0,0,-0.20855679443187597,-0.10690318686016059,-0.6470955025556082,-0.012420278079065835,0.010629794859459314,-0.013559656548918674
4,579,0,0,1,0,0,0,0,0,0,1,0,0,-0.9822321616588001,0.16440695366738364,-1.081129106861205,-1.1495093763599642,-1.1151674102970974,-1.1151421761997142
4,11912,0,0,0,0,1,0,0,0,0,1,0,0,1.5060751005034698,1.1818199806456782,1.089038914666779,1.3734070604507802,1.3109692023658701,1.53151712425999
2,4081,0,0,0,1,0,0,0,1,0,0,0,0,0.2723765419524285,0.5035446293268152,0.22097170605558533,0.4051046251959523,0.42080397038161543,0.4871596705650795
5,684,0,1,0,0,0,0,0,0,1,0,0,0,-1.0449625968393617,0.910509840118134,-0.6470955025556082,-1.3627135822876328,-1.315890942999429,-1.2582048410894275
2,773,0,0,0,1,0,0,1,0,0,0,0,0,-0.794040856117116,-0.10690318686016059,0.6550053103611821,-0.8030525417275031,-0.7748101157148829,-0.8004043134423439
1,13453,0,0,1,0,0,0,0,1,0,0,0,0,2.5515823535128273,0.6391996995905898,-0.21306189825001146,2.0752042382960223,1.913139800472865,2.132380316796788
2,4078,0,0,0,1,0,0,1,0,0,0,0,0,0.5442084277348613,-1.734764030025431,1.089038914666779,0.8048625113103302,0.7524341548463375,0.544384736520965
6,789,0,0,1,0,0,0,0,0,1,0,0,0,-1.0240524517791745,-0.10690318686016059,-1.081129106861205,-1.2028104278418819,-1.1500758507670683,-1.186673508644571
1,12778,0,0,1,0,0,0,0,0,0,0,0,1,2.6561330788137623,0.5035446293268152,-0.6470955025556082,2.1729228326795367,2.0440464522352557,2.203911649241644
3,5611,0,0,0,1,0,0,0,0,0,1,0,0,0.43965770243392555,0.5035446293268152,0.22097170605558533,0.6005418139629816,0.5168021816740352,0.6302223354547933
6,1080,0,0,0,1,0,0,0,0,1,0,0,0,-1.0031423067189873,-0.5816959327833666,1.5230725189723757,-1.1850434106812422,-1.1937114013545316,-1.2438985746004565
2,5418,0,0,1,0,0,0,0,0,0,1,0,0,0.4814779925542999,-0.03907565172827333,-0.21306189825001146,0.6538428654448983,0.6913443840238892,0.6731411349217071
7,1647,0,0,1,0,0,0,0,0,0,0,1,0,-0.5431191153948701,-0.10690318686016059,-1.9491963154723986,-0.42106167277376383,-0.3820901604277118,-0.4141351182401168
3,3162,0,1,0,0,0,0,0,0,0,0,1,0,0.209646106771867,0.43571709419492793,3.259206936194763,0.3162695393927566,0.33353286920668884,0.38701580514228007
1,4113,1,0,0,0,0,0,0,0,0,1,0,0,0.690579443156171,1.7922677968326588,0.22097170605558533,0.7604449684087328,0.6738901637889034,0.9735727311901059
3,5988,0,0,0,0,1,0,0,1,0,0,0,0,0.43965770243392555,-0.24255825712393514,-1.5151627111668018,0.5916583053826623,0.6389817233189327,0.5873035359878794
4,473,0,1,0,0,0,0,0,0,0,0,1,0,-1.0449625968393617,1.1818199806456782,-0.21306189825001146,-1.3271795479663548,-1.2635282822944731,-1.186673508644571
3,6818,0,0,0,0,1,0,0,1,0,0,0,0,0.4187475573737384,1.1139924455137908,0.22097170605558533,0.5028232195794665,0.5691648423789911,0.6874474014106782
3,2724,0,0,1,0,0,0,0,1,0,0,0,0,-0.16673650431150167,-0.9886611435746855,-0.6470955025556082,0.09418182488476853,0.0629924555644151,-0.04217218952686144
6,826,0,0,1,0,0,0,1,0,0,0,0,0,-1.0449625968393617,-1.1921437489703424,1.089038914666779,-1.211693936422201,-1.1762571811195466,-1.301123640556342
1,517,0,1,0,0,0,0,0,0,0,1,0,0,-1.0031423067189873,1.3853025860413353,-0.6470955025556082,-1.2028104278418819,-1.202438511472024,-1.0722233767327998
3,702,0,0,1,0,0,0,1,0,0,0,0,0,-1.0031423067189873,0.09657941853549638,-0.6470955025556082,-1.2294609535828405,-1.1675300710020533,-1.186673508644571
2,614,0,0,1,0,0,0,1,0,0,0,0,0,-0.940411871538426,-0.37821332738770486,-0.21306189825001146,-1.0784413077174086,-1.027896309122171,-1.0865296432217715
1,4327,0,0,1,0,0,0,0,0,1,0,0,0,0.43965770243392555,-1.4634538894978868,-0.21306189825001146,0.7604449684087328,0.7000714941413817,0.5300784700319939
1,2541,0,1,0,0,0,1,0,0,0,0,0,0,-0.10400606913094017,-1.2599712841022297,1.5230725189723757,0.1474828763666861,0.19389910732680574,0.015052876429024094
2,3380,0,0,1,0,0,0,1,0,0,0,0,0,0.04236494629036973,0.23223448879927092,-1.5151627111668018,0.21855094500924235,0.2549888781492548,0.272565673230509
2,7509,1,0,0,0,0,0,0,0,0,1,0,0,1.4851649554432826,-4.040900224509569,1.5230725189723757,1.7642814379848386,1.6513264969480845,1.0594103301239348
6,10996,0,0,1,0,0,0,0,0,1,0,0,0,0.941501183878417,-0.3103857922558224,-0.6470955025556082,1.0802512773002357,1.0840643393110603,1.0594103301239348
5,3565,0,0,0,0,1,0,1,0,0,0,0,0,-0.14582635925131449,-1.056488678706568,1.089038914666779,0.06753129914380974,0.09790089603438588,-0.04217218952686144
3,490,0,0,1,0,0,0,0,0,1,0,0,0,-1.107693032019923,-0.17473072199204787,-0.6470955025556082,-1.398247616608911,-1.359526493586893,-1.4012675059791413
2,4391,0,0,0,0,1,0,0,0,0,0,0,1,0.690579443156171,0.7748547698543594,0.09076162476390753,0.769328476989052,0.7873425953163082,0.8877351322562782
1,8530,0,0,1,0,0,0,0,0,0,0,1,0,1.6733562609849673,0.09657941853549638,-0.21306189825001146,1.5777277577981288,1.5204198451856947,1.5744359237269034
3,2444,0,0,1,0,0,1,0,0,0,0,0,0,-0.4176582450337474,0.16440695366738364,-1.081129106861205,-0.3055760612296102,-0.27736483901779946,-0.271072453350403
4,1244,0,0,0,1,0,0,0,0,0,1,0,0,-0.6894901308161803,-0.9886611435746855,1.5230725189723757,-0.6076153529604738,-0.6089950234825215,-0.7145667145085155
4,4039,0,0,0,1,0,0,0,0,0,1,0,0,0.2514663968922414,-0.03907565172827333,1.9571061232779725,0.41398813377627164,0.33353286920668884,0.37270953865330836
1,2431,0,0,1,0,0,0,0,1,0,0,0,0,-0.041275633950378685,-1.3956263543659995,-0.21306189825001146,0.24520147075020035,0.2113533275617915,0.05797167589593857
2,3428,0,0,1,0,0,0,0,1,0,0,0,0,0.04236494629036973,-0.44604086251959213,-0.6470955025556082,0.2896190136517978,0.2986244287367181,0.24395314025256623
3,3193,0,0,0,1,0,0,0,0,1,0,0,0,0.0214548012301828,-0.24255825712393514,1.089038914666779,0.2540849793305197,0.220080437679284,0.21534060727462348
1,644,0,0,0,0,1,0,1,0,0,0,0,0,-0.8358611462374902,0.23223448879927092,1.089038914666779,-0.9629556961732543,-0.9144438775947653,-0.914854445354115
5,7466,0,0,0,1,0,0,0,0,1,0,0,0,0.43965770243392555,-0.03907565172827333,0.6550053103611821,0.6271923397039404,0.5517106221440061,0.5873035359878794
2,2606,0,0,0,0,1,0,1,0,0,0,0,0,-0.18764664937168882,-0.44604086251959213,-0.21306189825001146,-0.039070803820023835,-0.00682442537552569,-0.07078472250480358
7,10147,0,0,0,0,1,0,0,0,0,0,1,0,1.4642548103830957,0.7748547698543594,0.22097170605558533,1.3112225003885432,1.3720589731883184,1.4742920583041046
1,2481,0,0,0,0,1,0,0,0,0,1,0,0,0.000544656169995638,0.6391996995905898,-0.6470955025556082,0.0852983163044492,0.15026355673934244,0.2010343407856524
4,828,0,0,1,0,0,0,0,0,1,0,0,0,-1.0031423067189873,0.23223448879927092,-1.081129106861205,-1.176159902100923,-1.184984291237039,-1.1580609756666282
2,3388,0,0,0,0,1,0,0,0,0,1,0,0,0.209646106771867,0.9783373752500212,0.6550053103611821,0.30738603081243726,0.3509870894416739,0.45854713758713667
2,2423,0,0,0,1,0,0,0,1,0,0,0,0,-0.20855679443187597,-0.5138683976514794,0.6550053103611821,0.014230247661892953,-0.04173286584549647,-0.07078472250480358
3,7355,0,0,1,0,0,0,1,0,0,0,0,0,0.43965770243392555,0.23223448879927092,-0.6470955025556082,0.6005418139629816,0.6215275030839477,0.644528601943765
4,2490,0,0,1,0,0,0,0,0,0,0,1,0,-0.20855679443187597,-0.17473072199204787,-0.6470955025556082,-0.003536769498745714,0.019356904976951816,-0.013559656548918674
1,1333,0,1,0,0,0,0,1,0,0,0,0,0,-0.375837954913373,-1.5991089597616612,3.259206936194763,-0.172323432524817,-0.2250021783128429,-0.38552258526217403
1,10184,1,0,0,0,0,0,0,0,0,1,0,0,2.5306722084526396,2.1314054724920903,-0.6470955025556082,1.9064175752699513,1.8084144790629528,2.2182179157306154
1,16547,0,0,0,0,1,0,0,0,0,0,1,0,2.9697852547165704,0.9783373752500212,-0.21306189825001146,2.2617579184827314,2.1749531039976464,2.404199380087243
3,6612,0,0,0,0,1,0,1,0,0,0,0,0,0.4605678474941127,-1.734764030025431,0.22097170605558533,0.6982604083464958,0.7349799346113525,0.4871596705650795
1,4883,0,0,1,0,0,0,0,0,0,1,0,0,0.6487591530357972,-0.17473072199204787,-1.081129106861205,0.8137460198906503,0.8309781459037724,0.8018975333224493
7,1001,0,0,1,0,0,0,0,0,1,0,0,0,-0.940411871538426,0.16440695366738364,-1.5151627111668018,-1.0606742905567692,-1.027896309122171,-1.029304577265886
2,1420,0,0,0,0,1,1,0,0,0,0,0,0,-0.6058495505754316,-1.5991089597616612,0.6550053103611821,-0.4921297414163201,-0.45190704136765336,-0.643035382063659
4,3342,0,0,1,0,0,0,0,0,1,0,0,0,-0.14582635925131449,0.16440695366738364,-1.081129106861205,0.00534673908157362,0.0455382353294301,0.05797167589593857
7,1377,0,0,1,0,0,0,0,1,0,0,0,0,-0.8567712912976773,-0.5138683976514794,-0.6470955025556082,-0.9007711361110181,-0.8620812168898095,-0.929160711843086
1,5327,0,0,0,1,0,0,0,0,0,0,0,1,1.4851649554432826,-1.3956263543659995,1.9571061232779725,1.5333102148965314,1.4680571844807382,1.288310593947477
1,4077,0,0,1,0,0,0,0,0,1,0,0,0,0.209646106771867,-0.7851785381790236,-1.081129106861205,0.47617269383850774,0.5168021816740352,0.40132207163125116
3,537,0,1,0,0,0,0,0,0,0,1,0,0,-0.961322016598613,0.9783373752500212,-1.081129106861205,-1.1317423591993254,-1.0802589698271268,-1.0149983107769143
2,844,0,0,1,0,0,0,0,1,0,0,0,0,-0.8985915814180516,-1.056488678706568,-1.9491963154723986,-0.8830041189503787,-0.9057167674772728,-1.0006920442879432
2,2993,0,0,0,0,1,0,1,0,0,0,0,0,-0.10400606913094017,1.2496475157775655,-0.6470955025556082,-0.003536769498745714,0.010629794859459314,0.15811554131873792
7,1013,0,0,0,1,0,0,0,1,0,0,0,0,-1.0449625968393617,-0.7173510030471364,0.22097170605558533,-1.211693936422201,-1.2286198418245022,-1.2868173740673703
1,3820,0,0,1,0,0,0,0,0,1,0,0,0,0.209646106771867,0.7070272347224722,-1.5151627111668018,0.33403655655339604,0.35971419955916717,0.4442408710981656
1,15996,0,0,0,1,0,0,0,0,0,1,0,0,2.5515823535128273,-1.2599712841022297,-1.081129106861205,2.2617579184827314,2.12259044329269,1.9893176519070732
3,15908,0,0,0,1,0,0,0,0,0,1,0,0,2.5306722084526396,-0.44604086251959213,1.5230725189723757,2.1373887983582596,2.052773562352748,2.0322364513739877
6,1049,0,0,1,0,0,0,0,1,0,0,0,0,-0.8985915814180516,0.16440695366738364,-1.081129106861205,-1.0073732390748524,-0.9668065382997219,-0.9720795113100005
1,2728,0,1,0,0,0,0,1,0,0,0,0,0,0.18873596171167986,1.7244402617007668,3.259206936194763,0.23631796216988102,0.18517199720931324,0.4299346046091939
3,1691,0,0,0,1,0,0,0,1,0,0,0,0,-0.5431191153948701,0.43571709419492793,0.22097170605558533,-0.42994518135408316,-0.46936126160263836,-0.39982885175114574
5,10337,0,0,0,1,0,0,0,0,0,1,0,0,1.8824577115868384,-0.24255825712393514,0.22097170605558533,1.7109803865029218,1.6425993868305921,1.6459672561717613
2,1847,0,1,0,0,0,1,0,0,0,0,0,0,-0.48038868021430886,0.3000620239311582,2.825173331889166,-0.39441114703280505,-0.4431799312501601,-0.38552258526217403
3,6710,0,0,0,1,0,0,0,0,0,1,0,0,0.8578606036376684,-0.17473072199204787,0.22097170605558533,0.9647656657560821,0.9095221369612064,0.9163476652342204
7,4596,0,0,1,0,0,0,0,1,0,0,0,0,-0.08309592407075302,-1.4634538894978868,0.22097170605558533,0.19190041926828358,0.19389910732680574,0.015052876429024094
2,732,0,0,0,1,0,1,0,0,0,0,0,0,-1.0240524517791745,0.3000620239311582,-2.383229919777995,-1.211693936422201,-1.2198927317070098,-1.186673508644571
6,880,0,0,1,0,0,0,0,1,0,0,0,0,-0.9822321616588001,0.5713721644587024,-1.5151627111668018,-1.1495093763599642,-1.106440300179605,-1.0722233767327998
3,17374,0,0,0,0,1,0,0,0,0,1,0,0,2.405211338091517,-0.03907565172827333,-1.081129106861205,2.0130196782337855,2.017865121882778,2.0179301848850164
1,6412,0,0,1,0,0,0,0,0,1,0,0,0,1.0042316190589784,-0.17473072199204787,-0.21306189825001146,1.0624842601395963,1.1015185595460453,1.0594103301239348
2,722,0,0,0,1,0,0,1,0,0,0,0,0,-0.794040856117116,-1.1921437489703424,0.22097170605558533,-0.7852855245668644,-0.7399016752449121,-0.8862419123761721
3,1644,0,0,1,0,0,0,1,0,0,0,0,0,-0.5849394055152445,-0.5138683976514794,-0.21306189825001146,-0.483246232836,-0.46063415148514586,-0.5285852501518878
5,2012,0,0,1,0,0,0,0,0,1,0,0,0,-0.5849394055152445,0.36788955906304066,-1.081129106861205,-0.5098967585769587,-0.5391781425425799,-0.4856664506849734
2,3959,0,1,0,0,0,0,0,0,0,0,1,0,0.43965770243392555,1.2496475157775655,-1.081129106861205,0.5827747968023421,0.4993479614390495,0.7160599343886216
